ticker,entry_date,expiry_date,dte,S_entry,iv_entry,K1_long,K2_short,width,debit,S_expiry,intrinsic_expiry,pnl,ret_on_debit,ret_on_width,rrr,max_profit
AAPL,2022-04-18,2022-06-17,60,161.7330322265625,0.2633780253598088,160.0,176.0,16.0,6.003774434576913,129.08982849121094,0.0,-6.003774434576913,-1.0,-0.37523590216105707,1.6649901948102623,9.996225565423087
AAPL,2022-06-21,2022-08-19,59,133.3189239501953,0.4295856177516256,132.0,146.0,14.0,5.656585477578978,168.53335571289062,14.0,8.343414522421021,1.4749913274521944,0.5959581801729301,1.4749913274521944,8.343414522421021
AAPL,2022-08-22,2022-10-21,60,164.65213012695312,0.2680887688179065,164.0,180.0,16.0,5.717768800333949,144.70559692382812,0.0,-5.717768800333949,-1.0,-0.3573605500208718,1.7982943275120729,10.28223119966605
AAPL,2022-10-24,2022-12-23,60,146.84762573242188,0.3789170767167851,146.0,160.0,14.0,5.579854435822658,129.7788543701172,0.0,-5.579854435822658,-1.0,-0.39856103113018987,1.509026025861897,8.420145564177343
AAPL,2022-12-27,2023-02-24,59,127.97774505615234,0.32427625614626465,126.0,140.0,14.0,5.476600179146191,144.61497497558594,14.0,8.52339982085381,1.556330486441064,0.6088142729181293,1.556330486441064,8.52339982085381
AAPL,2023-02-27,2023-04-28,60,145.80767822265625,0.2671539395047493,144.0,160.0,16.0,5.83155185623765,167.25689697265625,16.0,10.168448143762351,1.7436950565544216,0.6355280089851469,1.7436950565544216,10.168448143762351
AAPL,2023-05-01,2023-06-30,60,167.16822814941406,0.19352469923464088,166.0,182.0,16.0,5.309808313014464,191.4645538330078,16.0,10.690191686985536,2.0132914517429237,0.668136980436596,2.0132914517429237,10.690191686985536
AAPL,2023-07-03,2023-09-01,60,189.97406005859375,0.15459020601565776,188.0,208.0,20.0,5.965789968681755,187.2653350830078,0.0,-5.965789968681755,-1.0,-0.29828949843408775,2.3524478912252667,14.034210031318246
AAPL,2023-09-05,2023-11-03,59,187.50254821777344,0.19348684493823395,186.0,206.0,20.0,6.2745933132270375,174.60369873046875,0.0,-6.2745933132270375,-1.0,-0.31372966566135185,2.187457577185023,13.725406686772963
AAPL,2023-11-06,2024-01-05,60,177.15382385253906,0.1856035685706533,176.0,194.0,18.0,5.631439835562867,179.31715393066406,3.3171539306640625,-2.3142859048988047,-0.41095811594824394,-0.12857143916104471,2.1963406385572943,12.368560164437133
AAPL,2024-01-08,2024-03-08,60,183.65213012695312,0.19576765648873615,182.0,202.0,20.0,6.33357779876523,169.19021606445312,0.0,-6.33357779876523,-1.0,-0.3166788899382615,2.1577728474258455,13.66642220123477
AAPL,2024-03-11,2024-05-10,60,171.19200134277344,0.16919547858914769,170.0,188.0,18.0,5.313792612227656,181.6451416015625,11.6451416015625,6.331348989334844,1.191493430655474,0.3517416105186024,2.387411085366768,12.686207387772344
AAPL,2024-05-13,2024-07-12,60,184.850341796875,0.2814881180073719,184.0,202.0,18.0,6.561054298738045,228.7706756591797,18.0,11.438945701261954,1.7434615201191253,0.6354969834034419,1.7434615201191253,11.438945701261954
AAPL,2024-07-15,2024-09-13,60,232.60104370117188,0.24230596585789604,230.0,255.0,25.0,8.838727875155797,221.04794311523438,0.0,-8.838727875155797,-1.0,-0.3535491150062319,1.8284613298561738,16.161272124844203
AAPL,2024-09-16,2024-11-15,60,214.90829467773438,0.17245341272493994,210.0,235.0,25.0,8.69669238318371,223.77757263183594,13.777572631835938,5.080880248652228,0.584231340466501,0.20323520994608912,1.8746561219459772,16.30330761681629
AAPL,2024-11-18,2025-01-17,60,226.7811737060547,0.18248370991596283,225.0,245.0,20.0,6.875999193493229,228.7305145263672,3.7305145263671875,-3.1454846671260412,-0.45745855672912517,-0.15727423335630206,1.9086681713002582,13.124000806506771
AAPL,2025-01-21,2025-03-21,59,221.43040466308594,0.2619748565612265,220.0,240.0,20.0,7.475567312125777,217.32281494140625,0.0,-7.475567312125777,-1.0,-0.37377836560628885,1.6753822372194969,12.524432687874224
AAPL,2025-03-24,2025-05-23,60,219.77215576171875,0.3065618226225926,215.0,240.0,25.0,9.991105169539049,194.67758178710938,0.0,-9.991105169539049,-1.0,-0.39964420678156193,1.5022256873263806,15.008894830460951
AAPL,2025-05-27,2025-07-25,59,199.60260009765625,0.34294278532655836,198.0,218.0,20.0,7.7689359373129845,213.2311248779297,15.231124877929688,7.462188940616703,0.9605162149396774,0.37310944703083515,1.5743551190766198,12.231064062687015
AAPL,2025-07-28,2025-09-26,60,213.40060424804688,0.15,210.0,230.0,20.0,6.986450795183861,254.97401428222656,20.0,13.01354920481614,1.8626838700112345,0.650677460240807,1.8626838700112345,13.01354920481614
AAPL,2025-09-29,2025-11-28,60,253.9459686279297,0.29197570521984784,250.0,275.0,25.0,10.02604922832645,278.5893249511719,25.0,14.97395077167355,1.4935046129005498,0.598958030866942,1.4935046129005498,14.97395077167355
AAPL,2025-12-01,2025-12-30,29,282.8353576660156,0.15532678270259379,280.0,310.0,30.0,6.921097325303108,272.82470703125,0.0,-6.921097325303108,-1.0,-0.23070324417677027,3.334572769309548,23.07890267469689
AMD,2021-02-02,2021-04-01,58,88.86000061035156,0.43311882347938996,88.0,96.0,8.0,3.3842773392453607,81.08999633789062,0.0,-3.3842773392453607,-1.0,-0.4230346674056701,1.3638724602233312,4.615722660754639
AMD,2021-04-05,2021-06-04,60,81.43000030517578,0.4765026228745716,80.0,88.0,8.0,3.484261074843065,81.58000183105469,1.5800018310546875,-1.9042592437883776,-0.5465317330946986,-0.2380324054735472,1.296039196879163,4.515738925156935
AMD,2021-06-07,2021-08-06,60,81.3499984741211,0.27877852330814623,80.0,88.0,8.0,3.208869591054899,110.11000061035156,8.0,4.791130408945101,1.4930897853564817,0.5988913011181376,1.4930897853564817,4.791130408945101
AMD,2021-08-09,2021-10-08,60,107.58000183105469,0.49364962986900873,106.0,118.0,12.0,4.984610966842914,105.05999755859375,0.0,-4.984610966842914,-1.0,-0.41538424723690953,1.4074095410499805,7.015389033157086
AMD,2021-10-11,2021-12-10,60,104.68000030517578,0.34447740797152904,104.0,114.0,10.0,3.92346261193268,138.5500030517578,10.0,6.076537388067321,1.5487690311069502,0.607653738806732,1.5487690311069502,6.076537388067321
AMD,2021-12-13,2022-02-11,60,133.8000030517578,0.5202534566538422,132.0,146.0,14.0,5.930511251484785,113.18000030517578,0.0,-5.930511251484785,-1.0,-0.4236079465346275,1.3606733730578302,8.069488748515216
AMD,2022-02-14,2022-04-14,59,114.2699966430664,0.734487977322682,114.0,124.0,10.0,4.402060500604881,93.05999755859375,0.0,-4.402060500604881,-1.0,-0.4402060500604881,1.2716634627411219,5.597939499395119
AMD,2022-04-18,2022-06-17,60,93.88999938964844,0.5115311309959995,92.0,102.0,10.0,4.33478767574327,81.56999969482422,0.0,-4.33478767574327,-1.0,-0.43347876757432696,1.3069180656663506,5.66521232425673
AMD,2022-06-21,2022-08-19,59,83.79000091552734,0.6538868034152994,82.0,92.0,10.0,4.297860624416967,95.94999694824219,10.0,5.702139375583033,1.326739015962521,0.5702139375583033,1.326739015962521,5.702139375583033
AMD,2022-08-22,2022-10-21,60,92.83999633789062,0.49397284771734684,92.0,102.0,10.0,4.087802009398418,58.81999969482422,0.0,-4.087802009398418,-1.0,-0.4087802009398418,1.4463024327031073,5.912197990601582
AMD,2022-10-24,2022-12-23,60,58.70000076293945,0.6695158692479777,58.0,64.0,6.0,2.6054014455295693,64.5199966430664,6.0,3.3945985544704307,1.30290806443475,0.5657664257450717,1.30290806443475,3.3945985544704307
AMD,2022-12-27,2023-02-24,59,63.27000045776367,0.46367432049598406,62.0,68.0,6.0,2.6626500804427478,78.08999633789062,6.0,3.3373499195572522,1.2533941068975594,0.5562249865928753,1.2533941068975594,3.3373499195572522
AMD,2023-02-27,2023-04-28,60,78.7699966430664,0.6341418038385327,78.0,86.0,8.0,3.436359648929903,89.37000274658203,8.0,4.563640351070097,1.3280450294227013,0.5704550438837621,1.3280450294227013,4.563640351070097
AMD,2023-05-01,2023-06-30,60,89.69000244140625,0.3041865860886993,88.0,98.0,10.0,3.938283984649712,113.91000366210938,10.0,6.061716015350288,1.5391769712334349,0.6061716015350288,1.5391769712334349,6.061716015350288
AMD,2023-07-03,2023-09-01,60,115.81999969482422,0.48709337631688154,114.0,126.0,12.0,5.112850876764417,109.44999694824219,0.0,-5.112850876764417,-1.0,-0.42607090639703477,1.3470271848792899,6.887149123235583
AMD,2023-09-05,2023-11-03,59,110.77999877929688,0.46204200042681987,110.0,120.0,10.0,4.214094384330015,112.25,2.25,-1.9640943843300152,-0.46607745465631756,-0.19640943843300152,1.3729890904163664,5.785905615669985
AMD,2023-11-06,2024-01-05,60,111.75,0.4986829391504767,110.0,122.0,12.0,5.07134839836632,138.5800018310547,12.0,6.92865160163368,1.3662345903637128,0.5773876334694733,1.3662345903637128,6.92865160163368
AMD,2024-01-08,2024-03-08,60,146.17999267578125,0.4140429406862199,146.0,160.0,14.0,5.519978752405145,207.38999938964844,14.0,8.480021247594856,1.5362416465643045,0.6057158033996325,1.5362416465643045,8.480021247594856
AMD,2024-03-11,2024-05-10,60,198.38999938964844,0.6123091058095526,198.0,218.0,20.0,8.324695728246528,151.9199981689453,0.0,-8.324695728246528,-1.0,-0.4162347864123264,1.402490211400519,11.675304271753472
AMD,2024-05-13,2024-07-12,60,150.55999755859375,0.515186892983152,150.0,164.0,14.0,5.858339955934159,181.61000061035156,14.0,8.14166004406584,1.3897554777132404,0.5815471460047029,1.3897554777132404,8.14166004406584
AMD,2024-07-15,2024-09-13,60,179.8300018310547,0.37827729722391024,178.0,196.0,18.0,7.252100499207485,152.30999755859375,0.0,-7.252100499207485,-1.0,-0.4028944721781936,1.4820395142024099,10.747899500792515
AMD,2024-09-16,2024-11-15,60,152.0800018310547,0.5107506527550972,152.0,166.0,14.0,5.781142443639009,134.89999389648438,0.0,-5.781142443639009,-1.0,-0.4129387459742149,1.4216666751403435,8.218857556360991
AMD,2024-11-18,2025-01-17,60,138.92999267578125,0.5302934266288278,138.0,152.0,14.0,5.830363230829596,121.45999908447266,0.0,-5.830363230829596,-1.0,-0.4164545164878283,1.4012226075334857,8.169636769170404
AMD,2025-01-21,2025-03-21,59,122.27999877929688,0.4102811497579609,122.0,134.0,12.0,4.704459780578276,106.44000244140625,0.0,-4.704459780578276,-1.0,-0.39203831504818965,1.550771089496901,7.295540219421724
AMD,2025-03-24,2025-05-23,60,113.8499984741211,0.48003311499142315,112.0,124.0,12.0,5.091458533821449,110.30999755859375,0.0,-5.091458533821449,-1.0,-0.4242882111517874,1.3568884869211086,6.908541466178551
AMD,2025-05-27,2025-07-25,59,114.55999755859375,0.36258986048548475,114.0,126.0,12.0,4.545907130154001,166.47000122070312,12.0,7.454092869845999,1.6397371649766803,0.6211744058204999,1.6397371649766803,7.454092869845999
AMD,2025-07-28,2025-09-26,60,173.66000366210938,0.40424382981113044,172.0,190.0,18.0,7.226725513534402,159.4600067138672,0.0,-7.226725513534402,-1.0,-0.4014847507519112,1.4907546254924346,10.7732744864656
AMD,2025-09-29,2025-11-28,60,161.36000061035156,0.3245417014046036,160.0,176.0,16.0,6.195409497630051,217.52999877929688,16.0,9.80459050236995,1.5825572960303156,0.6127869063981218,1.5825572960303156,9.80459050236995
AMD,2025-12-12,2025-12-30,18,210.77999877929688,0.4990416325581073,210.0,230.0,20.0,7.039119969298094,215.33999633789062,5.339996337890625,-1.6991236314074687,-0.24138296247519375,-0.08495618157037343,1.841264261332699,12.960880030701906
AMZN,2021-02-02,2021-04-01,58,169.0,0.2967594937241177,168.0,184.0,16.0,6.019363589027366,158.0500030517578,0.0,-6.019363589027366,-1.0,-0.37621022431421036,1.6580883117222276,9.980636410972634
AMZN,2021-04-05,2021-06-04,60,161.3365020751953,0.26323204890770935,160.0,176.0,16.0,5.863894763019842,160.31100463867188,0.311004638671875,-5.552890124347967,-0.9469627864686113,-0.34705563277174795,1.7285619279702376,10.136105236980157
AMZN,2021-06-07,2021-08-06,60,159.90049743652344,0.20244610966740745,158.0,174.0,16.0,5.591761973404804,167.2469940185547,9.246994018554688,3.6552320451498836,0.6536816235266585,0.22845200282186773,1.8613521240886541,10.408238026595196
AMZN,2021-08-09,2021-10-08,60,167.093505859375,0.31303823495212385,166.0,182.0,16.0,6.138216817082298,164.43099975585938,0.0,-6.138216817082298,-1.0,-0.3836385510676436,1.6066202085714758,9.861783182917701
AMZN,2021-10-11,2021-12-10,60,162.31500244140625,0.21170631231387316,162.0,178.0,16.0,5.085730963852139,172.21200561523438,10.212005615234375,5.126274651382236,1.0079720472471447,0.32039216571138973,2.1460570985219696,10.91426903614786
AMZN,2021-12-13,2022-02-11,60,169.5675048828125,0.26604642578823273,168.0,186.0,18.0,6.4688103689856415,153.2935028076172,0.0,-6.4688103689856415,-1.0,-0.35937835383253564,1.7825827274671735,11.531189631014358
AMZN,2022-02-14,2022-04-14,59,155.16700744628906,0.671057948277904,154.0,170.0,16.0,6.820614943803264,151.7064971923828,0.0,-6.820614943803264,-1.0,-0.426288433987704,1.345829537633771,9.179385056196736
AMZN,2022-04-18,2022-06-17,60,152.78500366210938,0.30441540370437786,152.0,168.0,16.0,5.812126794607928,106.22000122070312,0.0,-5.812126794607928,-1.0,-0.3632579246629955,1.7528649262854428,10.187873205392073
AMZN,2022-06-21,2022-08-19,59,108.68000030517578,0.5473986685631815,108.0,118.0,10.0,4.272259667095367,138.22999572753906,10.0,5.727740332904633,1.340681695220745,0.5727740332904633,1.340681695220745,5.727740332904633
AMZN,2022-08-22,2022-10-21,60,133.22000122070312,0.5400858994582671,132.0,146.0,14.0,5.838585378968356,119.31999969482422,0.0,-5.838585378968356,-1.0,-0.41704181278345404,1.3978411021324684,8.161414621031643
AMZN,2022-10-24,2022-12-23,60,119.81999969482422,0.45458099241084043,118.0,130.0,12.0,5.110269530328114,85.25,0.0,-5.110269530328114,-1.0,-0.4258557941940095,1.3482127368787766,6.889730469671886
AMZN,2022-12-27,2023-02-24,59,83.04000091552734,0.36873980906404613,82.0,90.0,8.0,3.292958958596842,93.5,8.0,4.7070410414031585,1.4294259663074784,0.5883801301753948,1.4294259663074784,4.7070410414031585
AMZN,2023-02-27,2023-04-28,60,93.76000213623047,0.4858824088351876,92.0,102.0,10.0,4.284740746992907,105.44999694824219,10.0,5.715259253007093,1.33386349151186,0.5715259253007093,1.33386349151186,5.715259253007093
AMZN,2023-05-01,2023-06-30,60,102.05000305175781,0.3998402420779094,102.0,112.0,10.0,3.8673412859799057,130.36000061035156,10.0,6.132658714020094,1.5857557584205302,0.6132658714020094,1.5857557584205302,6.132658714020094
AMZN,2023-07-03,2023-09-01,60,130.22000122070312,0.28612377520756094,130.0,142.0,12.0,4.385338767888351,138.1199951171875,8.1199951171875,3.734656349299149,0.8516232261567054,0.31122136244159576,1.7363906496506076,7.614661232111649
AMZN,2023-09-05,2023-11-03,59,137.27000427246094,0.21103115238008313,136.0,150.0,14.0,4.743583731472363,138.60000610351562,2.600006103515625,-2.143577627956738,-0.45188991051948646,-0.15311268771119554,1.9513550919558733,9.256416268527637
AMZN,2023-11-06,2024-01-05,60,139.74000549316406,0.41467303228112223,138.0,152.0,14.0,5.80272534850957,145.24000549316406,7.2400054931640625,1.4372801446544923,0.2476905347628865,0.10266286747532087,1.4126594245229787,8.19727465149043
AMZN,2024-01-08,2024-03-08,60,149.10000610351562,0.2143142213025884,148.0,164.0,16.0,5.2015616585348035,175.35000610351562,16.0,10.798438341465197,2.075999296047361,0.6749023963415748,2.075999296047361,10.798438341465197
AMZN,2024-03-11,2024-05-10,60,171.9600067138672,0.23400332982988284,170.0,188.0,18.0,6.395609016370773,187.47999572753906,17.479995727539062,11.084386711168289,1.7331245050777342,0.6157992617315716,1.8144309562897905,11.604390983629226
AMZN,2024-05-13,2024-07-12,60,186.57000732421875,0.28509962065271355,186.0,204.0,18.0,6.524025064641778,194.49000549316406,8.490005493164062,1.9659804285222844,0.30134470806638947,0.1092211349179047,1.7590329316106552,11.475974935358222
AMZN,2024-07-15,2024-09-13,60,192.72000122070312,0.2563595434458687,192.0,210.0,18.0,6.440605003086866,186.49000549316406,0.0,-6.440605003086866,-1.0,-0.3578113890603814,1.7947685025510687,11.559394996913134
AMZN,2024-09-16,2024-11-15,60,184.88999938964844,0.3036409884997746,184.0,202.0,18.0,6.7157985806750045,202.61000061035156,18.0,11.284201419324996,1.680247149132162,0.6269000788513887,1.680247149132162,11.284201419324996
AMZN,2024-11-18,2025-01-17,60,201.6999969482422,0.373956491990084,200.0,220.0,20.0,7.97844457573457,225.94000244140625,20.0,12.02155542426543,1.5067542689746156,0.6010777712132714,1.5067542689746156,12.02155542426543
AMZN,2025-01-21,2025-03-21,59,230.7100067138672,0.23244755407800327,230.0,250.0,20.0,7.094807092589833,196.2100067138672,0.0,-7.094807092589833,-1.0,-0.35474035462949166,1.8189631851849768,12.905192907410168
AMZN,2025-03-24,2025-05-23,60,203.25999450683594,0.32303157325761234,200.0,220.0,20.0,8.200548930817439,200.99000549316406,0.9900054931640625,-7.210543437653376,-0.8792757044051467,-0.3605271718826688,1.4388611260937114,11.799451069182561
AMZN,2025-05-27,2025-07-25,59,206.02000427246094,0.3622869949071544,205.0,225.0,20.0,7.788746907739942,231.44000244140625,20.0,12.211253092260058,1.5678071500982171,0.610562654613003,1.5678071500982171,12.211253092260058
AMZN,2025-07-28,2025-09-26,60,232.7899932861328,0.16857037983792109,230.0,255.0,25.0,7.819987353123921,219.77999877929688,0.0,-7.819987353123921,-1.0,-0.31279949412495683,2.1969361165287595,17.18001264687608
AMZN,2025-09-29,2025-11-28,60,222.1699981689453,0.274115752675733,220.0,240.0,20.0,7.821809124697663,233.22000122070312,13.220001220703125,5.398192096005462,0.6901462321498569,0.2699096048002731,1.5569532164687108,12.178190875302338
AMZN,2025-12-02,2025-12-30,28,234.4199981689453,0.29743520080097663,230.0,255.0,25.0,8.89403896463257,232.52999877929688,2.529998779296875,-6.3640401853356945,-0.7155399487951991,-0.25456160741342776,1.8108714274148447,16.10596103536743
AVGO,2021-02-02,2021-04-01,58,42.90047836303711,0.28743583855744487,42.0,47.0,5.0,1.9431505135430123,43.1515007019043,1.1515007019042969,-0.7916498116387154,-0.4074052967699725,-0.15832996232774307,1.5731408684772084,3.0568494864569877
AVGO,2021-04-05,2021-06-04,60,44.28752517700195,0.5014196716284431,44.0,48.0,4.0,1.7024699750462,43.065372467041016,0.0,-1.7024699750462,-1.0,-0.42561749376155,1.3495274857293456,2.2975300249538
AVGO,2021-06-07,2021-08-06,60,42.04812240600586,0.3231670425331343,42.0,46.0,4.0,1.4956698009898757,44.355499267578125,2.355499267578125,0.8598294665882493,0.5748792053026613,0.21495736664706233,1.6743870855403307,2.5043301990101243
AVGO,2021-08-09,2021-10-08,60,44.2869758605957,0.15254958497470955,44.0,48.0,4.0,1.2562426909470235,45.36354064941406,1.3635406494140625,0.10729795846703905,0.08541180716136311,0.02682448961675976,2.184098127555739,2.7437573090529765
AVGO,2021-10-11,2021-12-10,60,45.31659698486328,0.20724233208149692,45.0,49.0,4.0,1.436964439406875,58.14190673828125,4.0,2.563035560593125,1.7836457815553528,0.6407588901482812,1.7836457815553528,2.563035560593125
AVGO,2021-12-13,2022-02-11,60,57.21963119506836,0.38725407959216074,56.0,62.0,6.0,2.5543172266717686,53.11708450317383,0.0,-2.5543172266717686,-1.0,-0.4257195377786281,1.3489643092678416,3.4456827733282314
AVGO,2022-02-14,2022-04-14,59,53.59507369995117,0.4342296177473088,52.0,58.0,6.0,2.6446701170778515,53.51637649536133,1.5163764953613281,-1.1282936217165234,-0.4266292474175181,-0.1880489369527539,1.2687139546271726,3.3553298829221485
AVGO,2022-04-18,2022-06-17,60,54.69610595703125,0.31290696621128705,54.0,60.0,6.0,2.2885560560947704,46.50334167480469,0.0,-2.2885560560947704,-1.0,-0.3814260093491284,1.621740456835695,3.7114439439052296
AVGO,2022-06-21,2022-08-19,59,47.37031555175781,0.42714995769750974,47.0,52.0,5.0,1.991653118781345,51.569766998291016,4.569766998291016,2.5781138795096705,1.29445928871749,0.5156227759019341,1.5104773280295947,3.008346881218655
AVGO,2022-08-22,2022-10-21,60,49.71923065185547,0.33111167530833757,49.0,54.0,5.0,2.0203992450689756,42.64344787597656,0.0,-2.0203992450689756,-1.0,-0.4040798490137951,1.4747583984715367,2.9796007549310244
AVGO,2022-10-24,2022-12-23,60,43.28727340698242,0.4142499712554355,43.0,47.0,4.0,1.6450808584768202,52.81852722167969,4.0,2.3549191415231796,1.4314914245027435,0.5887297853807949,1.4314914245027435,2.3549191415231796
AVGO,2022-12-27,2023-02-24,59,52.92465591430664,0.3326849120321264,52.0,58.0,6.0,2.3610545859633505,55.239410400390625,3.239410400390625,0.8783558144272745,0.37201842754892955,0.14639263573787908,1.5412373079684212,3.6389454140366495
AVGO,2023-02-27,2023-04-28,60,55.975616455078125,0.23155821207207136,54.0,60.0,6.0,2.6658868312027897,60.33158493041992,6.0,3.3341131687972103,1.2506581786492907,0.5556855281328684,1.2506581786492907,3.3341131687972103
AVGO,2023-05-01,2023-06-30,60,61.4342155456543,0.16233561408664557,60.0,66.0,6.0,2.3402716316429633,83.97802734375,6.0,3.6597283683570367,1.563804952755746,0.6099547280595061,1.563804952755746,3.6597283683570367
AVGO,2023-07-03,2023-09-01,60,84.8503189086914,0.334018286453609,84.0,92.0,8.0,3.2116585414683647,84.47080993652344,0.4708099365234375,-2.740848604944927,-0.8534059799806165,-0.3426060756181159,1.490924827999434,4.788341458531635
AVGO,2023-09-05,2023-11-03,59,84.43692016601562,0.40154230697286514,84.0,92.0,8.0,3.212757268371214,85.91983032226562,1.919830322265625,-1.292926946105589,-0.40243530341807304,-0.16161586826319863,1.4900729596841893,4.787242731628786
AVGO,2023-11-06,2024-01-05,60,85.7397689819336,0.3146099098960142,84.0,94.0,10.0,3.9306116433129117,102.60628509521484,10.0,6.069388356687089,1.5441333073474315,0.6069388356687089,1.5441333073474315,6.069388356687089
AVGO,2024-01-08,2024-03-08,60,105.10669708251953,0.41063611779881665,104.0,114.0,10.0,4.161137675521177,127.97624969482422,10.0,5.838862324478823,1.4031889304762102,0.5838862324478823,1.4031889304762102,5.838862324478823
AVGO,2024-03-11,2024-05-10,60,126.45073699951172,0.5061786388802184,126.0,138.0,12.0,4.976837879104592,130.88600158691406,4.8860015869140625,-0.09083629219052991,-0.01825180855737915,-0.007569691015877493,1.4111695601703986,7.023162120895408
AVGO,2024-05-13,2024-07-12,60,131.3485565185547,0.4024054268547581,130.0,144.0,14.0,5.586472914147565,167.5425262451172,14.0,8.413527085852435,1.506053500151311,0.600966220418031,1.506053500151311,8.413527085852435
AVGO,2024-07-15,2024-09-13,60,168.8754425048828,0.4163045118203668,168.0,184.0,16.0,6.481862198506022,165.20082092285156,0.0,-6.481862198506022,-1.0,-0.40511638740662637,1.4684264351821263,9.518137801493978
AVGO,2024-09-16,2024-11-15,60,161.58531188964844,0.6424989670928979,160.0,176.0,16.0,6.927230094897494,162.92724609375,2.92724609375,-3.999984001147494,-0.5774290656367586,-0.24999900007171838,1.3097255007864381,9.072769905102506
AVGO,2024-11-18,2025-01-17,60,163.7476043701172,0.35896529827672097,162.0,180.0,18.0,6.960983735944901,235.31362915039062,18.0,11.0390162640551,1.5858414101806024,0.6132786813363944,1.5858414101806024,11.0390162640551
AVGO,2025-01-21,2025-03-21,59,238.1579132080078,0.35419043083031243,235.0,260.0,25.0,9.959356512633288,190.51837158203125,0.0,-9.959356512633288,-1.0,-0.39837426050533153,1.51020233770002,15.040643487366712
AVGO,2025-03-24,2025-05-23,60,190.11080932617188,0.6497859520209285,190.0,208.0,18.0,7.631563622949656,227.35760498046875,18.0,10.368436377050344,1.358625425839386,0.5760242431694635,1.358625425839386,10.368436377050344
AVGO,2025-05-27,2025-07-25,59,234.24632263183594,0.3304999770702001,230.0,255.0,25.0,10.105563816818865,289.13043212890625,25.0,14.894436183181135,1.4738847285682435,0.5957774473272454,1.4738847285682435,14.894436183181135
AVGO,2025-07-28,2025-09-26,60,293.23553466796875,0.29146906129602146,290.0,320.0,30.0,11.412995300004205,333.8911437988281,30.0,18.587004699995795,1.628582524693491,0.6195668233331931,1.628582524693491,18.587004699995795
AVGO,2025-09-29,2025-11-28,60,327.2738037109375,0.535845984943442,325.0,360.0,35.0,14.368948679896679,402.1904602050781,35.0,20.63105132010332,1.4358079898335103,0.5894586091458092,1.4358079898335103,20.63105132010332
AVGO,2025-12-08,2025-12-30,22,400.3340148925781,0.5213902932935925,400.0,440.0,40.0,14.146901069429099,349.8500061035156,0.0,-14.146901069429099,-1.0,-0.35367252673572747,1.827474356658819,25.8530989305709
BAC,2021-02-02,2021-04-01,58,27.499887466430664,0.368039357137086,27.0,30.0,3.0,1.232483338189199,35.171268463134766,3.0,1.767516661810801,1.4341099851359358,0.5891722206036003,1.4341099851359358,1.767516661810801
